Mouse,Slice,Soma_Area_microns2,Soma_MajorAxisLength_microns,Roundness,Object_Number,NumberBranchEnds,NumberNonTrunkBranches,NumberTrunks,TotalObjectSkeletonLength_microns,AverageBranchLength_microns,Virus
175-1-6,slice1,75.852,12.00535284,0.67008099,9,29,37,5,214.5910332,5.109310315,Cyr61_MD
175-1-6,slice1,46.8342,8.096187017,0.909729257,10,5,2,3,10.54477286,2.108954572,Cyr61_MD
175-1-6,slice1,43.7913,8.440005691,0.782730898,11,4,0,4,14.62175776,3.655439441,Cyr61_MD
175-1-6,slice1,38.8521,7.495747698,0.880429724,12,7,3,4,28.67939431,4.09705633,Cyr61_MD
175-1-6,slice1,64.9593,13.38480763,0.461665251,13,24,21,7,189.1002297,6.753579632,Cyr61_MD
175-1-6,slice1,72.2799,12.03916968,0.634942782,14,11,9,4,70.74421313,5.441862548,Cyr61_MD
175-1-6,slice1,66.1059,13.75065055,0.445147409,15,11,10,3,72.79325851,5.599481424,Cyr61_MD
175-1-6,slice1,69.8985,11.2075879,0.708522534,16,20,17,5,120.6063199,5.482105451,Cyr61_MD
175-1-6,slice1,58.6971,15.18672879,0.32403975,17,18,14,4,88.29978883,4.905543824,Cyr61_MD
175-1-6,slice1,63.1512,11.95454999,0.562633078,18,15,11,4,74.47325854,4.964883902,Cyr61_MD
175-1-6,slice1,54.243,9.335009252,0.7925457,19,7,4,5,35.25527322,3.91725258,Cyr61_MD
175-1-6,slice1,61.5636,12.38773163,0.510799602,20,18,13,5,124.8809412,6.937830066,Cyr61_MD
175-1-6,slice1,56.8449,11.12909798,0.584361632,21,13,9,5,85.54612279,6.110437342,Cyr61_MD
175-1-6,slice1,56.448,11.89229956,0.508191032,22,7,2,7,41.15894011,4.573215568,Cyr61_MD
175-1-6,slice1,59.1381,11.61324921,0.558303042,23,9,4,5,60.02547057,6.66949673,Cyr61_MD
175-1-6,slice1,32.4135,10.242901,0.393359911,24,16,11,5,81.61325874,5.100828671,Cyr61_MD
175-1-6,slice1,61.6518,12.16611856,0.530336833,25,21,12,9,90.95772834,4.331320397,Cyr61_MD
175-1-6,slice1,60.0642,10.36227643,0.712222137,26,9,5,4,45.08924303,5.009915892,Cyr61_MD
175-1-6,slice1,39.4695,9.815316263,0.521630706,27,4,1,3,12.34160622,3.085401555,Cyr61_MD
175-1-6,slice1,47.8926,8.149805097,0.918087529,28,14,7,7,52.94878868,3.782056334,Cyr61_MD
175-1-6,slice1,75.1023,15.45859077,0.400150676,29,12,9,5,61.14134935,4.36723924,Cyr61_MD
175-1-6,slice1,54.4194,11.48194465,0.525572907,30,5,2,3,22.87145489,4.574290977,Cyr61_MD
175-1-6,slice1,61.0785,10.07606525,0.765978428,31,11,5,8,44.55497031,3.427305409,Cyr61_MD
175-1-6,slice1,56.7567,13.77980781,0.380575594,32,15,13,4,102.189638,6.011155174,Cyr61_MD
175-1-6,slice1,43.5267,8.653557301,0.740076328,33,11,8,5,71.03863736,5.464510566,Cyr61_MD
175-1-6,slice1,71.5743,13.32909186,0.512939455,34,16,8,8,71.68356165,4.480222603,Cyr61_MD
175-1-6,slice1,57.1977,11.48532791,0.552079837,35,8,4,4,30.89622781,3.862028476,Cyr61_MD
175-1-6,slice1,58.1238,11.48440545,0.561108807,36,15,11,4,109.637926,7.309195069,Cyr61_MD
175-1-6,slice1,62.4456,13.33962305,0.446812018,37,8,7,4,54.4635615,4.951232864,Cyr61_MD
175-1-6,slice1,43.1298,8.38175222,0.781660069,38,12,6,6,57.20848553,4.767373794,Cyr61_MD
175-1-6,slice1,47.7162,10.22485256,0.581114698,39,12,11,7,45.27195519,2.515108622,Cyr61_MD
175-1-6,slice1,68.5314,13.51866868,0.477454371,40,12,5,9,45.44592491,3.246137493,Cyr61_MD
175-1-6,slice1,73.2942,12.86706848,0.563664266,41,16,8,10,72.81436456,4.045242476,Cyr61_MD
175-1-6,slice1,62.622,10.94906703,0.665093684,42,12,9,7,72.3011979,4.518824869,Cyr61_MD
175-1-6,slice1,54.8163,11.51546124,0.526328832,43,15,9,8,89.63184955,5.272461738,Cyr61_MD
175-1-6,slice1,44.1882,8.446472273,0.788616225,44,19,17,4,144.2817443,6.870559253,Cyr61_MD
175-1-6,slice1,50.0094,10.42331616,0.586070607,45,18,13,5,70.09054648,3.893919249,Cyr61_MD
175-1-6,slice1,58.0797,11.41222296,0.567798168,46,16,15,9,89.34104663,3.722543609,Cyr61_MD
175-1-6,slice1,61.2108,11.57807047,0.581387643,47,19,17,4,143.1535021,6.816833432,Cyr61_MD
175-1-6,slice1,34.6185,11.44588379,0.336449355,48,25,21,8,139.5238051,4.811165694,Cyr61_MD
175-1-6,slice1,52.6995,9.653303627,0.720053359,49,16,10,8,77.68913732,4.316063184,Cyr61_MD
175-1-6,slice1,33.9129,8.717647758,0.568167534,50,7,5,4,33.81512171,3.757235745,Cyr61_MD
175-1-6,slice1,54.2871,9.421995132,0.778611852,51,6,2,6,29.26718224,3.65839778,Cyr61_MD
175-1-6,slice1,52.92,11.57507728,0.502900602,52,18,17,5,116.3069717,5.286680533,Cyr61_MD
175-1-6,slice1,41.4981,8.975465511,0.655879968,53,9,4,5,33.20622779,3.689580866,Cyr61_MD
175-1-6,slice1,53.361,10.27986262,0.642923731,54,8,3,5,36.30527334,4.538159168,Cyr61_MD
175-1-6,slice1,37.8819,8.898216521,0.60916639,55,10,5,5,34.51718225,3.451718225,Cyr61_MD
175-1-6,slice1,44.1,8.00827107,0.875530295,56,5,2,3,20.597485,4.119497,Cyr61_MD
175-1-6,slice1,64.0332,15.02311067,0.361239798,57,0,0,0,0,0,Cyr61_MD
175-1-6,slice1,72.6327,14.08605424,0.466083356,58,11,7,6,47.18562179,3.629663215,Cyr61_MD
175-1-7,slice1,37.7937,8.913933506,0.60560681,1,0,0,0,0,0,Cyr61_MD
175-1-7,slice1,51.156,9.49916475,0.721831545,2,5,4,3,36.47306116,5.210437308,Cyr61_MD
175-1-7,slice1,75.8961,14.1830711,0.480384536,3,4,0,4,11.66065164,2.91516291,Cyr61_MD
175-1-7,slice1,75.1023,15.78643887,0.383702838,4,7,3,4,27.13733378,3.876761969,Cyr61_MD
175-1-7,slice1,37.3527,11.02860264,0.391012948,5,2,1,3,11.00080312,2.75020078,Cyr61_MD
175-1-7,slice1,70.3836,14.25735451,0.440863047,6,13,9,6,80.8839103,5.392260687,Cyr61_MD
175-1-7,slice1,56.7126,10.74542617,0.625377695,7,15,16,7,82.9777284,3.607727322,Cyr61_MD
175-1-7,slice1,48.1572,8.596396665,0.829733171,8,6,3,3,21.63256086,3.60542681,Cyr61_MD
175-1-7,slice1,38.4993,9.424993552,0.551824309,9,11,13,4,79.0000919,4.647064229,Cyr61_MD
175-1-7,slice1,71.8389,12.66124895,0.570580199,10,6,4,3,40.6071825,5.801026071,Cyr61_MD
175-1-7,slice1,37.926,9.742824186,0.508718379,11,13,11,4,91.98662236,6.13244149,Cyr61_MD
175-1-7,slice1,81.0999,13.46087301,0.569880745,12,7,3,5,30.98939433,3.873674292,Cyr61_MD
175-1-7,slice1,55.6101,10.46839389,0.646105866,13,10,10,2,83.17280449,6.931067041,Cyr61_MD
175-1-7,slice1,42.8211,8.818199522,0.701145411,14,28,24,8,137.7418963,4.304434259,Cyr61_MD
175-1-7,slice1,40.8366,7.789995036,0.856811591,15,14,9,5,72.15707694,5.154076924,Cyr61_MD
175-1-7,slice1,88.6851,15.04115973,0.499112139,16,12,7,5,58.46848559,4.872373799,Cyr61_MD
175-1-7,slice1,45.3348,8.209734673,0.856413648,17,9,6,5,61.48054646,5.589140587,Cyr61_MD
175-1-7,slice1,49.4361,11.01012058,0.519242426,18,9,8,3,58.90340998,5.354855453,Cyr61_MD
175-1-7,slice1,51.2442,8.933153131,0.817608276,19,6,5,1,33.03225806,5.505376343,Cyr61_MD
175-1-7,slice1,64.6065,10.95597962,0.685305001,20,7,2,5,33.57527328,4.796467611,Cyr61_MD
175-1-7,slice1,43.9677,8.752499821,0.730768208,21,7,4,3,25.91336392,3.701909131,Cyr61_MD
175-1-7,slice1,58.6971,11.38362941,0.576720336,22,15,9,6,78.35516786,5.223677857,Cyr61_MD
175-1-7,slice1,63.9891,10.12960787,0.794018925,23,4,1,3,18.62668207,4.656670517,Cyr61_MD
175-1-7,slice1,71.6184,13.92576765,0.470214961,24,8,8,2,70.50436482,7.050436482,Cyr61_MD
175-1-7,slice1,59.3145,11.55312661,0.565811704,25,7,1,6,30.18542465,4.312203521,Cyr61_MD
175-1-7,slice1,52.0821,9.178549316,0.787137339,26,4,1,3,13.11572749,3.278931872,Cyr61_MD
175-1-7,slice1,63.4599,11.04082035,0.66283711,27,4,2,2,15.75256081,3.938140203,Cyr61_MD
175-1-7,slice1,67.3407,13.19567523,0.49240733,28,8,4,4,35.21924286,4.402405358,Cyr61_MD
175-1-7,slice1,53.0082,10.53128029,0.608542385,29,7,2,5,38.43512196,5.490731708,Cyr61_MD
175-1-7,slice1,59.3145,8.96977151,0.938659829,30,6,1,5,35.62687927,5.937813212,Cyr61_MD
175-1-7,slice1,31.6197,7.369041746,0.741388474,31,7,2,5,44.94512185,6.420731692,Cyr61_MD
175-1-7,slice1,59.1822,10.96961633,0.626207619,32,12,4,8,67.73833435,5.644861196,Cyr61_MD
175-1-7,slice1,61.9605,9.888536673,0.806790871,33,8,4,4,28.48431855,3.560539819,Cyr61_MD
175-1-7,slice1,65.8854,9.972816393,0.843458383,34,8,2,6,42.82401565,5.353001956,Cyr61_MD
175-1-7,slice1,63.1953,10.86157337,0.682039328,35,4,0,4,14.846682,3.711670501,Cyr61_MD
175-1-7,slice1,46.9665,9.338410077,0.685728869,36,4,3,3,22.03145485,3.671909142,Cyr61_MD
175-1-7,slice1,40.6161,8.730375107,0.678488562,37,5,0,6,3.635878819,0.605979803,Cyr61_MD
175-1-7,slice1,67.7817,12.23559609,0.57646416,38,10,7,3,50.89974306,5.089974306,Cyr61_MD
175-1-7,slice1,88.9056,20.68333689,0.264604987,39,16,13,7,123.9539561,6.197697806,Cyr61_MD
175-1-7,slice1,45.2466,10.13757674,0.560567299,40,12,10,2,71.49722815,5.958102346,Cyr61_MD
175-1-7,slice1,36.2502,7.074956133,0.922089386,41,8,8,2,74.40119805,7.440119805,Cyr61_MD
175-1-7,slice1,66.4587,13.33604355,0.475781938,42,11,7,6,80.68009214,6.206160933,Cyr61_MD
175-1-7,slice1,68.7078,10.59042763,0.779990239,43,13,8,5,70.74421307,5.441862544,Cyr61_MD
175-1-7,slice1,60.7257,10.54697508,0.695067222,44,14,8,8,86.32280424,5.395175265,Cyr61_MD
175-1-7,slice1,62.2251,10.78761848,0.680807866,45,19,14,7,105.7869258,5.037472656,Cyr61_MD
175-1-7,slice1,67.7817,10.68239684,0.756284432,46,13,10,3,97.30868328,7.48528333,Cyr61_MD
175-1-7,slice1,31.311,8.492497704,0.552759456,47,8,4,6,33.34416714,3.334416714,Cyr61_MD
175-1-7,slice1,55.8747,15.36707256,0.301261087,48,5,2,3,26.61542466,5.323084932,Cyr61_MD
175-1-7,slice1,114.219,25.73621104,0.219563049,49,26,20,10,139.2231988,4.640773292,Cyr61_MD
175-1-7,slice1,65.8854,11.67818452,0.615104125,50,9,6,3,47.25768249,5.25085361,Cyr61_MD
175-1-7,slice1,51.5529,10.89883515,0.552590039,51,8,5,3,49.17134908,6.146418635,Cyr61_MD
175-1-7,slice1,62.0487,11.64534716,0.582556331,52,11,7,4,46.26481864,4.205892604,Cyr61_MD
175-1-7,slice1,47.7162,10.03458395,0.60336099,53,6,0,6,8.321757638,1.386959606,Cyr61_MD
175-1-7,slice1,76.0725,12.26898697,0.643458284,54,14,10,4,93.50757705,6.679112646,Cyr61_MD
175-1-7,slice1,64.9152,11.72409148,0.601309578,55,7,2,5,34.22019753,4.888599647,Cyr61_MD
175-1-7,slice1,51.6411,9.351601406,0.751854196,56,12,8,4,68.25406161,5.687838467,Cyr61_MD
175-1-7,slice1,41.454,12.56498865,0.334312304,57,7,3,7,22.13954567,2.213954567,Cyr61_MD
175-1-7,slice1,64.0773,10.33395402,0.76397874,58,11,6,5,58.6064249,5.327856809,Cyr61_MD
175-1-7,slice1,92.5659,19.86708754,0.298602016,59,9,4,5,39.78828846,4.42092094,Cyr61_MD
175-1-7,slice1,91.0224,13.36385224,0.648925844,60,6,3,3,37.48703088,6.24783848,Cyr61_MD
175-1-7,slice1,41.4099,10.0720226,0.519733747,61,2,0,2,4.670954604,2.335477302,Cyr61_MD
175-1-7,slice1,49.392,8.586416125,0.852987893,62,9,5,6,53.2606977,4.841881609,Cyr61_MD
175-1-7,slice1,44.0559,8.452319521,0.785167625,63,16,12,4,89.66169824,5.60385614,Cyr61_MD
175-1-7,slice1,61.1667,10.45580681,0.712377295,64,15,14,5,120.6212444,6.348486548,Cyr61_MD
175-1-7,slice1,44.7174,7.950710531,0.900688835,65,4,2,2,19.72145471,4.930363678,Cyr61_MD
175-1-7,slice1,47.9808,9.867730139,0.627397921,66,14,12,4,89.33486501,5.583429063,Cyr61_MD
175-1-7,slice1,56.0952,11.44266769,0.545483035,67,13,7,6,60.46039481,4.650799601,Cyr61_MD
175-1-7,slice1,67.1202,13.47160602,0.47089558,68,12,4,8,43.41798527,3.618165439,Cyr61_MD
175-1-7,slice1,82.026,15.69730742,0.423849158,69,14,9,5,79.56421338,5.683158098,Cyr61_MD
175-1-7,slice1,68.4873,10.81538432,0.745480436,70,14,11,3,77.87803142,5.56271653,Cyr61_MD
175-1-7,slice1,34.0452,11.21139875,0.344862848,71,12,8,5,40.35497029,3.104228484,Cyr61_MD
175-1-7,slice1,83.4372,11.84622569,0.757024326,72,21,14,9,116.6101377,5.070005988,Cyr61_MD
175-1-7,slice1,58.8294,11.05026766,0.613421427,73,15,13,4,114.8730016,6.757235389,Cyr61_MD
175-1-7,slice1,75.1905,12.61178877,0.601893586,74,11,7,6,61.73531899,4.748870691,Cyr61_MD
175-1-7,slice1,54.1548,12.55601628,0.437364304,75,7,6,3,40.25306123,4.472562359,Cyr61_MD
175-1-7,slice1,60.1083,10.92219466,0.641541477,76,14,7,7,63.90737953,4.564812824,Cyr61_MD
175-1-7,slice1,43.5708,7.979206619,0.871337149,77,7,4,3,44.23687966,6.319554237,Cyr61_MD
175-1-7,slice1,55.2573,11.35758505,0.545415887,78,5,3,2,18.06256099,3.612512197,Cyr61_MD
175-1-7,slice1,61.5636,12.79510239,0.47879168,79,6,1,6,20.58256091,2.940365844,Cyr61_MD
175-1-7,slice1,55.3455,8.919430035,0.885764412,80,6,1,5,26.92733366,4.487888943,Cyr61_MD
175-1-7,slice1,63.2394,9.906525712,0.820455664,81,10,6,4,31.82321273,3.182321273,Cyr61_MD
175-1-7,slice1,47.4957,14.19051865,0.300308672,82,8,11,3,57.07054623,4.076467588,Cyr61_MD
175-1-7,slice1,37.7937,7.838876165,0.783108472,83,7,4,3,50.93577344,7.276539062,Cyr61_MD
175-1-7,slice2,67.2084,13.64847459,0.459372977,1,0,0,0,0,0,Cyr61_MD
175-1-7,slice2,74.7054,13.55140603,0.517956632,2,9,8,3,62.43737965,5.676125423,Cyr61_MD
175-1-7,slice2,52.5231,11.20227433,0.532902873,3,10,5,5,58.24356166,5.824356166,Cyr61_MD
175-1-7,slice2,68.0022,10.85466883,0.734852077,4,10,6,6,57.59863725,4.799886437,Cyr61_MD
175-1-7,slice2,49.1715,9.956671489,0.631531793,5,6,2,4,28.13637906,4.689396511,Cyr61_MD
175-1-7,slice2,66.0177,16.36604719,0.313821656,6,7,1,8,22.13336392,2.459262658,Cyr61_MD
175-1-7,slice2,39.9987,9.958302287,0.513553135,7,8,5,3,47.88768239,5.985960299,Cyr61_MD
175-1-7,slice2,56.1834,11.56637356,0.534716649,8,5,1,4,12.02969709,2.405939417,Cyr61_MD
175-1-7,slice2,68.9283,14.05108962,0.444516288,9,8,4,5,34.53210656,3.836900729,Cyr61_MD
175-1-7,slice2,48.7305,13.01997045,0.366008346,10,15,8,10,48.57481898,2.698601055,Cyr61_MD
175-1-7,slice2,47.0106,8.7040689,0.790062179,11,9,5,4,49.05195516,5.45021724,Cyr61_MD
175-1-7,slice2,69.5898,11.73321369,0.643608463,12,16,11,7,72.49009192,4.027227329,Cyr61_MD
175-1-7,slice2,35.4564,9.641214783,0.485669959,13,6,2,4,35.79210651,5.965351086,Cyr61_MD
175-1-7,slice2,74.0439,14.88373701,0.425574335,14,12,7,6,58.29451589,4.48419353,Cyr61_MD
175-1-7,slice2,66.8115,10.43932561,0.780578263,15,8,5,3,54.79657658,6.849572073,Cyr61_MD
175-1-7,slice2,54.7722,10.39774753,0.645047606,16,21,19,6,129.3630018,5.174520074,Cyr61_MD
175-1-7,slice2,56.889,9.381678175,0.822957403,17,14,9,5,87.05215281,6.218010915,Cyr61_MD
175-1-7,slice2,59.7996,10.93847874,0.636347795,18,14,12,2,96.79551652,6.913965466,Cyr61_MD
175-1-7,slice2,52.2144,11.65555563,0.489366738,19,9,4,5,39.57210663,4.396900736,Cyr61_MD
175-1-7,slice2,70.3395,11.6662961,0.658026533,20,10,4,6,88.13456183,8.813456183,Cyr61_MD
175-1-7,slice2,70.0749,18.0604298,0.273537229,21,9,4,5,56.68039472,6.297821636,Cyr61_MD
175-1-7,slice2,85.113,14.91532028,0.487125484,22,7,5,4,39.47019757,4.385577508,Cyr61_MD
175-1-7,slice2,68.0022,11.1984952,0.690420607,23,3,1,3,9.19778804,2.29944701,Cyr61_MD
175-1-7,slice2,43.8795,8.885663864,0.70760685,24,8,3,5,41.81878854,5.227348568,Cyr61_MD
175-1-7,slice2,74.7495,11.64535539,0.701799278,25,6,4,4,27.83321234,3.479151542,Cyr61_MD
175-1-7,slice2,45.1584,10.78131779,0.494657923,26,9,6,3,45.19989449,5.022210499,Cyr61_MD
175-1-7,slice2,51.4206,9.061619375,0.79732545,27,6,2,6,33.36527335,4.170659169,Cyr61_MD
175-1-7,slice2,56.5803,10.70318376,0.628853382,28,4,1,3,8.270803134,2.067700784,Cyr61_MD
175-1-7,slice2,35.5446,8.395369134,0.642102199,29,11,10,5,74.07436455,4.93829097,Cyr61_MD
175-1-7,slice2,69.8985,13.64150535,0.478248239,30,19,13,6,137.4474717,7.234077457,Cyr61_MD
175-1-7,slice2,48.4659,9.491654694,0.684955788,31,5,3,4,28.58622761,4.083746801,Cyr61_MD
175-1-7,slice2,46.1727,10.18093951,0.567178391,32,4,1,3,11.24065158,2.810162894,Cyr61_MD
175-1-7,slice2,39.4254,9.454238783,0.561607751,33,8,2,6,20.9814548,2.62268185,Cyr61_MD
175-1-7,slice2,57.0654,10.52492844,0.655910647,34,6,4,4,66.3553191,8.294414888,Cyr61_MD
175-1-7,slice2,46.5696,10.17141033,0.573126219,35,17,14,5,100.5816985,5.293773605,Cyr61_MD
175-1-7,slice2,49.3038,10.62365322,0.556215055,36,9,8,2,35.11115207,3.511115207,Cyr61_MD
175-1-7,slice2,66.0618,12.12844194,0.571808352,37,6,3,5,23.04542457,2.880678072,Cyr61_MD
175-1-7,slice2,53.7579,9.11708589,0.823455854,38,13,12,3,69.49913721,4.633275814,Cyr61_MD
175-1-7,slice2,50.3622,9.957245385,0.646749933,39,1,0,2,4.685878882,2.342939441,Cyr61_MD
175-1-7,slice2,51.2001,13.76061221,0.344274944,40,19,14,7,132.8310928,6.325290133,Cyr61_MD
175-1-7,slice2,59.1822,10.13234784,0.733974621,41,11,8,3,62.33547066,5.666860969,Cyr61_MD
175-1-7,slice2,45.2025,11.59936289,0.427764069,42,7,2,5,18.79446996,2.684924279,Cyr61_MD
175-1-7,slice2,54.3312,13.18898628,0.397682594,43,10,5,5,66.81134952,6.681134952,Cyr61_MD
175-1-7,slice2,83.0403,12.19683194,0.710730493,44,10,6,6,68.79451617,5.732876347,Cyr61_MD
175-1-7,slice2,50.8914,11.07219859,0.52855086,45,18,12,8,106.1549104,5.307745521,Cyr61_MD
175-1-7,slice2,63.945,10.48972547,0.739926302,46,11,9,4,97.11616811,7.47047447,Cyr61_MD
175-1-7,slice2,32.7663,8.694113601,0.551933686,47,3,1,2,16.94668199,5.648893997,Cyr61_MD
175-1-7,slice2,32.0607,9.152702183,0.487286586,48,6,3,3,39.29878832,6.549798053,Cyr61_MD
175-1-7,slice2,44.1882,8.92313624,0.706612607,49,26,18,8,137.9220472,5.304694123,Cyr61_MD
175-1-7,slice2,70.4277,10.97918184,0.743898474,50,3,0,3,5.786833373,1.928944458,Cyr61_MD
175-1-7,slice2,51.2001,10.47453129,0.594171382,51,5,3,4,22.2054246,3.172203514,Cyr61_MD
175-1-7,slice2,83.9664,17.33862592,0.355620099,52,16,10,6,77.90788,4.8692425,Cyr61_MD
175-1-7,slice2,61.5636,13.51145551,0.429368179,53,6,1,5,38.31210653,6.385351088,Cyr61_MD
175-1-7,slice2,76.8222,13.35065356,0.548771825,54,14,8,6,83.25978903,5.947127788,Cyr61_MD
175-1-7,slice2,53.6256,16.30147057,0.256938222,55,5,3,2,20.22843982,4.045687963,Cyr61_MD
175-1-7,slice2,39.3813,8.865964748,0.637893485,56,8,5,3,30.24512161,3.780640201,Cyr61_MD
175-1-7,slice2,76.0284,13.28775334,0.548255319,57,7,1,6,32.45321258,4.636173225,Cyr61_MD
175-1-7,slice2,50.0535,9.509295711,0.704770738,58,6,2,4,24.53034866,4.088391444,Cyr61_MD
175-1-7,slice2,41.8068,8.317094031,0.76950921,59,5,2,3,31.00431859,6.200863717,Cyr61_MD
175-1-7,slice2,56.3157,11.83575606,0.511855759,60,5,1,4,23.45924269,4.691848538,Cyr61_MD
175-1-7,slice2,75.6756,12.01491867,0.667458582,61,9,5,4,58.64863712,6.516515236,Cyr61_MD
175-1-7,slice2,72.6768,15.02908977,0.409676034,62,6,3,3,24.19733364,4.032888941,Cyr61_MD
175-1-7,slice2,75.4551,11.48975751,0.727741249,63,11,6,5,61.49547045,5.590497313,Cyr61_MD
175-1-7,slice2,68.8401,14.54108756,0.414531781,64,7,4,3,38.57924299,5.511320427,Cyr61_MD
175-1-7,slice2,52.038,12.84924785,0.401305677,65,9,8,3,59.59054642,5.417322402,Cyr61_MD
175-1-7,slice2,39.249,9.774850907,0.523020162,66,9,5,4,24.97145487,2.774606097,Cyr61_MD
175-1-7,slice2,57.0654,9.152508044,0.867366702,67,4,1,4,10.40683347,2.081366695,Cyr61_MD
175-1-7,slice2,45.9522,9.982653068,0.58711675,68,9,5,8,39.11607629,3.008928945,Cyr61_MD
175-1-7,slice2,62.2692,11.01418423,0.653549869,69,24,19,5,173.6595786,7.235815774,Cyr61_MD
175-1-7,slice2,37.1763,8.282680267,0.689976802,70,4,1,3,19.316379,4.82909475,Cyr61_MD
175-1-7,slice2,46.8783,10.67737569,0.523543684,71,6,3,3,20.03954575,3.339924292,Cyr61_MD
175-1-7,slice2,60.2847,11.83472464,0.548025677,72,10,8,2,75.73325864,7.573325864,Cyr61_MD
175-1-7,slice2,44.1882,11.65728537,0.414020241,73,4,1,3,22.90748523,5.726871306,Cyr61_MD
175-1-7,slice2,71.3979,11.51466503,0.685634938,74,28,26,4,159.2689266,5.308964219,Cyr61_MD
175-1-7,slice2,55.9629,9.131460605,0.854534951,75,15,10,5,111.8882289,7.459215261,Cyr61_MD
175-1-7,slice2,32.1489,7.598493229,0.708959253,76,0,0,0,0,0,Cyr61_MD
175-1-7,slice2,54.4635,10.25815781,0.658987101,77,16,12,4,64.24657688,4.015411055,Cyr61_MD
175-1-7,slice2,74.8818,12.10494383,0.65067008,78,15,9,6,69.39722817,4.626481878,Cyr61_MD
175-1-7,slice2,41.8509,8.469628965,0.742824381,79,8,6,2,51.88386434,6.485483043,Cyr61_MD
175-1-7,slice2,41.8509,7.839340264,0.867073454,80,5,1,4,24.26321241,4.852642483,Cyr61_MD
175-1-7,slice2,33.2955,9.929925933,0.429935832,81,5,1,4,10.71874258,2.143748516,Cyr61_MD
175-1-7,slice2,59.6232,9.736660038,0.80076556,82,5,1,4,36.79115205,7.35823041,Cyr61_MD
175-1-7,slice2,67.2525,11.84446219,0.610362524,83,5,2,3,32.13512166,6.427024332,Cyr61_MD
175-1-7,slice2,47.7162,11.05379734,0.497225018,84,12,11,3,76.4440617,5.460290121,Cyr61_MD
175-1-7,slice2,160.1271,25.35741672,0.317077147,85,9,4,8,42.31703097,3.526419247,Cyr61_MD
175-1-7,slice2,42.1596,8.637785202,0.71945196,86,7,7,2,70.31803158,7.81311462,Cyr61_MD
175-1-7,slice2,52.038,9.228928055,0.777907923,87,12,10,4,91.67471332,6.548193809,Cyr61_MD
175-1-7,slice2,63.4599,10.71705184,0.703491475,88,11,7,5,52.2554704,4.354622533,Cyr61_MD
175-1-7,slice2,42.6447,8.672433244,0.721926944,89,5,6,1,48.8568796,6.979554228,Cyr61_MD
175-1-7,slice2,33.5601,7.518598237,0.755891754,90,3,1,2,5.561909183,1.853969728,Cyr61_MD
175-1-8,slice1,63.9891,11.66337127,0.598918765,1,24,18,6,99.95169839,4.1646541,Cyr61_MD
175-1-8,slice1,32.3694,9.567252184,0.450267213,2,4,0,4,10.3347728,2.583693199,Cyr61_MD
175-1-8,slice1,97.2405,13.64111707,0.665361136,3,14,12,8,76.02406178,3.801203089,Cyr61_MD
175-1-8,slice1,62.622,12.2706418,0.529544541,4,17,13,6,82.57265286,4.345929098,Cyr61_MD
175-1-8,slice1,73.0737,15.49071481,0.387729013,5,13,8,7,69.11516768,4.607677845,Cyr61_MD
175-1-8,slice1,47.0988,9.470892504,0.668556547,6,11,5,6,37.10306104,3.373005549,Cyr61_MD
175-1-8,slice1,35.0154,9.810825561,0.463188857,7,13,9,4,59.59928879,4.584560676,Cyr61_MD
175-1-8,slice1,45.9081,9.293402269,0.676783817,8,10,9,6,55.30974341,3.687316227,Cyr61_MD
175-1-8,slice1,51.156,13.36300769,0.364752486,9,15,15,5,70.86722841,3.543361421,Cyr61_MD
175-1-8,slice1,92.0367,14.804808,0.534645109,10,22,18,6,183.9881695,7.666173727,Cyr61_MD
175-1-8,slice1,58.1238,12.40385486,0.481006303,11,4,1,3,15.56366693,3.890916734,Cyr61_MD
175-1-8,slice1,78.3657,14.02946733,0.506936745,12,25,23,8,119.8594867,3.866435054,Cyr61_MD
175-1-8,slice1,74.6172,16.19988265,0.36201397,13,19,19,4,135.2877748,5.882077167,Cyr61_MD
175-1-8,slice1,74.3526,14.11974663,0.474845658,14,29,29,6,231.8882158,6.625377593,Cyr61_MD
175-1-8,slice1,58.9617,11.07664297,0.611876537,15,14,7,7,100.7582288,7.197016342,Cyr61_MD
175-1-8,slice1,36.7353,10.4732118,0.426416437,16,5,3,5,21.80653056,2.72581632,Cyr61_MD
175-1-8,slice1,32.5899,7.049507606,0.834979051,17,3,0,4,8.198742519,2.04968563,Cyr61_MD
175-1-8,slice1,63.945,13.65735461,0.436499287,18,18,11,7,98.01948653,5.44552703,Cyr61_MD
175-1-8,slice1,68.2668,13.16754233,0.501314444,19,0,0,0,0,0,Cyr61_MD
175-1-8,slice1,68.4432,12.35106893,0.571256736,20,25,18,7,181.2643509,7.250574037,Cyr61_MD
175-1-8,slice1,55.4778,9.71437902,0.748512851,21,13,10,4,90.55883454,6.468488182,Cyr61_MD
175-1-8,slice1,62.5779,13.30106555,0.450358367,22,9,6,5,49.76275828,4.523887116,Cyr61_MD
175-1-8,slice1,33.2073,7.443616491,0.7630899,23,2,0,2,17.69351539,8.846757695,Cyr61_MD
175-1-8,slice1,90.4491,17.57327463,0.372914247,24,10,5,5,56.98974326,5.698974326,Cyr61_MD
175-1-8,slice1,66.3705,10.36911783,0.785962071,25,15,13,6,96.27360749,5.067031973,Cyr61_MD
175-1-8,slice1,71.9271,12.75326468,0.563066802,26,8,1,7,35.50130347,4.437662933,Cyr61_MD
